type,path,url
microcontent,/MicroContent/Resources/MicroContent/Videos/create-assets.htm,https://rmxhelp.rentmanager.com/MicroContent/Resources/MicroContent/Videos/create-assets.htm
microcontent,/MicroContent/Resources/MicroContent/Videos/create-checklist-in-a-service-issue.htm,https://rmxhelp.rentmanager.com/MicroContent/Resources/MicroContent/Videos/create-checklist-in-a-service-issue.htm
microcontent,/MicroContent/Resources/MicroContent/Videos/create-correcting-entry.htm,https://rmxhelp.rentmanager.com/MicroContent/Resources/MicroContent/Videos/create-correcting-entry.htm
microcontent,/MicroContent/Resources/MicroContent/Videos/create-issue-in-rent-manager.htm,https://rmxhelp.rentmanager.com/MicroContent/Resources/MicroContent/Videos/create-issue-in-rent-manager.htm
microcontent,/MicroContent/Resources/MicroContent/Videos/create-make-ready-templates.htm,https://rmxhelp.rentmanager.com/MicroContent/Resources/MicroContent/Videos/create-make-ready-templates.htm
microcontent,/MicroContent/Resources/MicroContent/Videos/create-manual-journals.htm,https://rmxhelp.rentmanager.com/MicroContent/Resources/MicroContent/Videos/create-manual-journals.htm
microcontent,/MicroContent/Resources/MicroContent/Videos/create-memorized-issue-from-existing-issue.htm,https://rmxhelp.rentmanager.com/MicroContent/Resources/MicroContent/Videos/create-memorized-issue-from-existing-issue.htm
microcontent,/MicroContent/Resources/MicroContent/Videos/create-memorized-issue-from-scratch.htm,https://rmxhelp.rentmanager.com/MicroContent/Resources/MicroContent/Videos/create-memorized-issue-from-scratch.htm
microcontent,/MicroContent/Resources/MicroContent/Videos/create-rate-schedules.htm,https://rmxhelp.rentmanager.com/MicroContent/Resources/MicroContent/Videos/create-rate-schedules.htm
microcontent,/MicroContent/Resources/MicroContent/Videos/create-recurring-issues.htm,https://rmxhelp.rentmanager.com/MicroContent/Resources/MicroContent/Videos/create-recurring-issues.htm
microcontent,/MicroContent/Resources/MicroContent/Videos/create-report-batch.htm,https://rmxhelp.rentmanager.com/MicroContent/Resources/MicroContent/Videos/create-report-batch.htm
microcontent,/MicroContent/Resources/MicroContent/Videos/create-reservations-with-online-booking.htm,https://rmxhelp.rentmanager.com/MicroContent/Resources/MicroContent/Videos/create-reservations-with-online-booking.htm
microcontent,/MicroContent/Resources/MicroContent/Videos/create-signable-documents.htm,https://rmxhelp.rentmanager.com/MicroContent/Resources/MicroContent/Videos/create-signable-documents.htm
microcontent,/MicroContent/Resources/MicroContent/Videos/create-user-role.htm,https://rmxhelp.rentmanager.com/MicroContent/Resources/MicroContent/Videos/create-user-role.htm
microcontent,/MicroContent/Resources/MicroContent/Videos/creating-prospect-stages.htm,https://rmxhelp.rentmanager.com/MicroContent/Resources/MicroContent/Videos/creating-prospect-stages.htm
microcontent,/MicroContent/Resources/MicroContent/Videos/customize-applications.htm,https://rmxhelp.rentmanager.com/MicroContent/Resources/MicroContent/Videos/customize-applications.htm
microcontent,/MicroContent/Resources/MicroContent/Videos/customize-eviction-workflows.htm,https://rmxhelp.rentmanager.com/MicroContent/Resources/MicroContent/Videos/customize-eviction-workflows.htm
microcontent,/MicroContent/Resources/MicroContent/Videos/customize-fee-settings.htm,https://rmxhelp.rentmanager.com/MicroContent/Resources/MicroContent/Videos/customize-fee-settings.htm
microcontent,/MicroContent/Resources/MicroContent/Videos/decode-script-syntax.htm,https://rmxhelp.rentmanager.com/MicroContent/Resources/MicroContent/Videos/decode-script-syntax.htm
microcontent,/MicroContent/Resources/MicroContent/Videos/define-script-parameters.htm,https://rmxhelp.rentmanager.com/MicroContent/Resources/MicroContent/Videos/define-script-parameters.htm
microcontent,/MicroContent/Resources/MicroContent/Videos/deposit-tenant-payments.htm,https://rmxhelp.rentmanager.com/MicroContent/Resources/MicroContent/Videos/deposit-tenant-payments.htm
microcontent,/MicroContent/Resources/MicroContent/Videos/edit-delete-a-charge.htm,https://rmxhelp.rentmanager.com/MicroContent/Resources/MicroContent/Videos/edit-delete-a-charge.htm
microcontent,/MicroContent/Resources/MicroContent/Videos/edit-delete-deposits.htm,https://rmxhelp.rentmanager.com/MicroContent/Resources/MicroContent/Videos/edit-delete-deposits.htm
microcontent,/MicroContent/Resources/MicroContent/Videos/edit-gl-accounts.htm,https://rmxhelp.rentmanager.com/MicroContent/Resources/MicroContent/Videos/edit-gl-accounts.htm
microcontent,/MicroContent/Resources/MicroContent/Videos/editing-dashboards.htm,https://rmxhelp.rentmanager.com/MicroContent/Resources/MicroContent/Videos/editing-dashboards.htm
microcontent,/MicroContent/Resources/MicroContent/Videos/enable-income-verification.htm,https://rmxhelp.rentmanager.com/MicroContent/Resources/MicroContent/Videos/enable-income-verification.htm
